Length: 70.0
Width: 65.0
Thickness: 0.2
Parameters: [(u'sphylinder_projection', (5.0, 5.0, 0.0, 3.5, 5.5, 0.999), u'Hard'), (u'sphylinder_projection', (15.0, 5.0, 90.0, 3.5, 5.5, 0.999), u'Hard'), (u'sphylinder_projection', (15.0, 15.0, 0.0, 3.5, 5.5, 0.999), u'Hard'), (u'sphylinder_projection', (5.0, 15.0, 90.0, 3.5, 5.5, 0.999), u'Hard')]
Displacement Force P4-x P4-y P3-x P3-y P2-x P2-y P1-x P1-y
0.000000000000000000e+00 -0.000000000000000000e+00 2.009542655944824219e+01 2.994964408874511719e+01 3.005304718017578125e+01 4.005964660644531250e+01 3.997299194335937500e+01 3.005776786804199219e+01 2.998723030090332031e+01 2.001354598999023438e+01
-8.399999886751174927e-02 -2.757635712623596191e-01 2.009530448913574219e+01 2.990801620483398438e+01 3.005311393737792969e+01 4.001158905029296875e+01 3.997311019897460938e+01 3.001541137695312500e+01 2.998710441589355469e+01 1.997747421264648438e+01
-1.679999977350234985e-01 -5.556386709213256836e-01 2.009518051147460938e+01 2.986638832092285156e+01 3.005318260192871094e+01 3.996353149414062500e+01 3.997323226928710938e+01 2.997305679321289062e+01 2.998697853088378906e+01 1.994140052795410156e+01
-2.520000040531158447e-01 -8.396990895271301270e-01 2.009505462646484375e+01 2.982476043701171875e+01 3.005325317382812500e+01 3.991547393798828125e+01 3.997335433959960938e+01 2.993070030212402344e+01 2.998685073852539062e+01 1.990532684326171875e+01
-3.359999954700469971e-01 -1.128023743629455566e+00 2.009492683410644531e+01 2.978313064575195312e+01 3.005332374572753906e+01 3.986742019653320312e+01 3.997348022460937500e+01 2.988834571838378906e+01 2.998672103881835938e+01 1.986925125122070312e+01
-4.199999868869781494e-01 -1.420692324638366699e+00 2.009479904174804688e+01 2.974150085449218750e+01 3.005339813232421875e+01 3.981936264038085938e+01 3.997360229492187500e+01 2.984599113464355469e+01 2.998659133911132812e+01 1.983317375183105469e+01
-5.040000081062316895e-01 -1.717786192893981934e+00 2.009466934204101562e+01 2.969986915588378906e+01 3.005347251892089844e+01 3.977130889892578125e+01 3.997373199462890625e+01 2.980363655090332031e+01 2.998645782470703125e+01 1.979709625244140625e+01
-5.879999995231628418e-01 -2.019388675689697266e+00 2.009453773498535156e+01 2.965823745727539062e+01 3.005354881286621094e+01 3.972325515747070312e+01 3.997385787963867188e+01 2.976128196716308594e+01 2.998632431030273438e+01 1.976101875305175781e+01
-6.719999909400939941e-01 -2.325584888458251953e+00 2.009440422058105469e+01 2.961660575866699219e+01 3.005362510681152344e+01 3.967520141601562500e+01 3.997398757934570312e+01 2.971892738342285156e+01 2.998618888854980469e+01 1.972493743896484375e+01
-7.559999823570251465e-01 -2.636462688446044922e+00 2.009427070617675781e+01 2.957497024536132812e+01 3.005370521545410156e+01 3.962715148925781250e+01 3.997412109375000000e+01 2.967657470703125000e+01 2.998605155944824219e+01 1.968885803222656250e+01
