Length: 70.0
Width: 65.0
Thickness: 0.2
Parameters: [(u'sphylinder_projection', (5.0, 5.0, 0.0, 3.5, 5.5, 0.39960000000000001), u'Hard'), (u'sphylinder_projection', (15.0, 5.0, 90.0, 3.5, 5.5, 0.39960000000000001), u'Hard'), (u'sphylinder_projection', (15.0, 15.0, 0.0, 3.5, 5.5, 0.39960000000000001), u'Hard'), (u'sphylinder_projection', (5.0, 15.0, 90.0, 3.5, 5.5, 0.39960000000000001), u'Hard')]
Displacement Force P2-x P2-y P1-x P1-y P3-x P3-y P4-x P4-y
0.000000000000000000e+00 -0.000000000000000000e+00 3.996433258056640625e+01 2.996694183349609375e+01 3.004799270629882812e+01 2.001875877380371094e+01 3.000748062133789062e+01 4.004617309570312500e+01 2.005333518981933594e+01 3.002448272705078125e+01
-8.399999886751174927e-02 -2.074738740921020508e-01 3.996517562866210938e+01 2.992484283447265625e+01 3.004793548583984375e+01 1.998436164855957031e+01 3.000748443603515625e+01 3.999649047851562500e+01 2.005248641967773438e+01 2.998258972167968750e+01
-1.679999977350234985e-01 -4.175386428833007812e-01 3.996602630615234375e+01 2.988274574279785156e+01 3.004788017272949219e+01 1.994995307922363281e+01 3.000748825073242188e+01 3.994682312011718750e+01 2.005163574218750000e+01 2.994069671630859375e+01
-2.520000040531158447e-01 -6.302331089973449707e-01 3.996687316894531250e+01 2.984064674377441406e+01 3.004782295227050781e+01 1.991552925109863281e+01 3.000749206542968750e+01 3.989716720581054688e+01 2.005078125000000000e+01 2.989880561828613281e+01
-3.359999954700469971e-01 -8.456028103828430176e-01 3.996772766113281250e+01 2.979854774475097656e+01 3.004776573181152344e+01 1.988109397888183594e+01 3.000749778747558594e+01 3.984752655029296875e+01 2.004992294311523438e+01 2.985691261291503906e+01
-4.199999868869781494e-01 -1.063692092895507812e+00 3.996858215332031250e+01 2.975645065307617188e+01 3.004770851135253906e+01 1.984664535522460938e+01 3.000750160217285156e+01 3.979789733886718750e+01 2.004906463623046875e+01 2.981501960754394531e+01
-5.040000081062316895e-01 -1.284546494483947754e+00 3.996944046020507812e+01 2.971435165405273438e+01 3.004765129089355469e+01 1.981218338012695312e+01 3.000750541687011719e+01 3.974827957153320312e+01 2.004820251464843750e+01 2.977312660217285156e+01
-5.879999995231628418e-01 -1.508212208747863770e+00 3.997030258178710938e+01 2.967225265502929688e+01 3.004759407043457031e+01 1.977770805358886719e+01 3.000751113891601562e+01 3.969867706298828125e+01 2.004733657836914062e+01 2.973123359680175781e+01
-6.719999909400939941e-01 -1.734736800193786621e+00 3.997116470336914062e+01 2.963015365600585938e+01 3.004753494262695312e+01 1.974322128295898438e+01 3.000751495361328125e+01 3.964908981323242188e+01 2.004646873474121094e+01 2.968934249877929688e+01
-7.559999823570251465e-01 -1.964168429374694824e+00 3.997203063964843750e+01 2.958805465698242188e+01 3.004747772216796875e+01 1.970871925354003906e+01 3.000752067565917969e+01 3.959951400756835938e+01 2.004559707641601562e+01 2.964744949340820312e+01
-8.399999737739562988e-01 -2.196556568145751953e+00 3.997290039062500000e+01 2.954595756530761719e+01 3.004741859436035156e+01 1.967420387268066406e+01 3.000752449035644531e+01 3.954994964599609375e+01 2.004472351074218750e+01 2.960555648803710938e+01
-9.240000247955322266e-01 -2.431951761245727539e+00 3.997377014160156250e+01 2.950385856628417969e+01 3.004736137390136719e+01 1.963967514038085938e+01 3.000753021240234375e+01 3.950040054321289062e+01 2.004384803771972656e+01 2.956366157531738281e+01
-1.008000016212463379e+00 -2.670405387878417969e+00 3.997464752197265625e+01 2.946175956726074219e+01 3.004730224609375000e+01 1.960513305664062500e+01 3.000753593444824219e+01 3.945086288452148438e+01 2.004296875000000000e+01 2.952176856994628906e+01
-1.092000007629394531e+00 -2.911970138549804688e+00 3.997552490234375000e+01 2.941966247558593750e+01 3.004724311828613281e+01 1.957057762145996094e+01 3.000754165649414062e+01 3.940134048461914062e+01 2.004208564758300781e+01 2.947987556457519531e+01
-1.175999999046325684e+00 -3.156699895858764648e+00 3.997640228271484375e+01 2.937756347656250000e+01 3.004718399047851562e+01 1.953600883483886719e+01 3.000754737854003906e+01 3.935183334350585938e+01 2.004120063781738281e+01 2.943798065185546875e+01
-1.259999990463256836e+00 -3.404649496078491211e+00 3.997728729248046875e+01 2.933546638488769531e+01 3.004712486267089844e+01 1.950142669677734375e+01 3.000755310058593750e+01 3.930233764648437500e+01 2.004031372070312500e+01 2.939608764648437500e+01
-1.343999981880187988e+00 -3.655875205993652344e+00 3.997817230224609375e+01 2.929336738586425781e+01 3.004706382751464844e+01 1.946683120727539062e+01 3.000755882263183594e+01 3.925285720825195312e+01 2.003942298889160156e+01 2.935419273376464844e+01
-1.427999973297119141e+00 -3.910434246063232422e+00 3.997906112670898438e+01 2.925127029418945312e+01 3.004700469970703125e+01 1.943222045898437500e+01 3.000756454467773438e+01 3.920338821411132812e+01 2.003852844238281250e+01 2.931229782104492188e+01
-1.511999964714050293e+00 -4.168385505676269531e+00 3.997995376586914062e+01 2.920917320251464844e+01 3.004694557189941406e+01 1.939759635925292969e+01 3.000757217407226562e+01 3.915393447875976562e+01 2.003763198852539062e+01 2.927040290832519531e+01
-1.595999956130981445e+00 -4.429789066314697266e+00 3.998085021972656250e+01 2.916707611083984375e+01 3.004688453674316406e+01 1.936295890808105469e+01 3.000757789611816406e+01 3.910449600219726562e+01 2.003673171997070312e+01 2.922850799560546875e+01
-1.679999947547912598e+00 -4.694705486297607422e+00 3.998174667358398438e+01 2.912497901916503906e+01 3.004682350158691406e+01 1.932830810546875000e+01 3.000758361816406250e+01 3.905506896972656250e+01 2.003582954406738281e+01 2.918661308288574219e+01
-1.764000058174133301e+00 -4.963198184967041016e+00 3.998264694213867188e+01 2.908288383483886719e+01 3.004676437377929688e+01 1.929364204406738281e+01 3.000759124755859375e+01 3.900565719604492188e+01 2.003492355346679688e+01 2.914471626281738281e+01
-1.848000049591064453e+00 -5.235331058502197266e+00 3.998355102539062500e+01 2.904078674316406250e+01 3.004670333862304688e+01 1.925896263122558594e+01 3.000759887695312500e+01 3.895625686645507812e+01 2.003401374816894531e+01 2.910281944274902344e+01
-1.932000041007995605e+00 -5.511169433593750000e+00 3.998445892333984375e+01 2.899869155883789062e+01 3.004664039611816406e+01 1.922426795959472656e+01 3.000760459899902344e+01 3.890687561035156250e+01 2.003310203552246094e+01 2.906092262268066406e+01
-2.016000032424926758e+00 -5.790780067443847656e+00 3.998537063598632812e+01 2.895659637451171875e+01 3.004657936096191406e+01 1.918955993652343750e+01 3.000761222839355469e+01 3.885750579833984375e+01 2.003218841552734375e+01 2.901902580261230469e+01
-2.099999904632568359e+00 -6.074232101440429688e+00 3.998628234863281250e+01 2.891450119018554688e+01 3.004651832580566406e+01 1.915483856201171875e+01 3.000761985778808594e+01 3.880814743041992188e+01 2.003126907348632812e+01 2.897712707519531250e+01
-2.184000015258789062e+00 -6.361594676971435547e+00 3.998719787597656250e+01 2.887240600585937500e+01 3.004645538330078125e+01 1.912010192871093750e+01 3.000762748718261719e+01 3.875880813598632812e+01 2.003034782409667969e+01 2.893522834777832031e+01
-2.267999887466430664e+00 -6.652940273284912109e+00 3.998811721801757812e+01 2.883031272888183594e+01 3.004639434814453125e+01 1.908535003662109375e+01 3.000763702392578125e+01 3.870948028564453125e+01 2.002942276000976562e+01 2.889332962036132812e+01
-2.351999998092651367e+00 -6.948341369628906250e+00 3.998904037475585938e+01 2.878821945190429688e+01 3.004633140563964844e+01 1.905058479309082031e+01 3.000764465332031250e+01 3.866016769409179688e+01 2.002849578857421875e+01 2.885143089294433594e+01
-2.436000108718872070e+00 -7.247873306274414062e+00 3.998996734619140625e+01 2.874612617492675781e+01 3.004626846313476562e+01 1.901580429077148438e+01 3.000765228271484375e+01 3.861087036132812500e+01 2.002756500244140625e+01 2.880953025817871094e+01
-2.519999980926513672e+00 -7.551612854003906250e+00 3.999089431762695312e+01 2.870403289794921875e+01 3.004620552062988281e+01 1.898101043701171875e+01 3.000766181945800781e+01 3.856158828735351562e+01 2.002663040161132812e+01 2.876762962341308594e+01
-2.604000091552734375e+00 -7.859637737274169922e+00 3.999182891845703125e+01 2.866194152832031250e+01 3.004614257812500000e+01 1.894620132446289062e+01 3.000767135620117188e+01 3.851231765747070312e+01 2.002569389343261719e+01 2.872572898864746094e+01
-2.687999963760375977e+00 -8.172029495239257812e+00 3.999276351928710938e+01 2.861985015869140625e+01 3.004607772827148438e+01 1.891137695312500000e+01 3.000768089294433594e+01 3.846306228637695312e+01 2.002475357055664062e+01 2.868382644653320312e+01
-2.772000074386596680e+00 -8.488868713378906250e+00 3.999370193481445312e+01 2.857776069641113281e+01 3.004601478576660156e+01 1.887653732299804688e+01 3.000769042968750000e+01 3.841382598876953125e+01 2.002380943298339844e+01 2.864192390441894531e+01
-2.855999946594238281e+00 -8.810239791870117188e+00 3.999464416503906250e+01 2.853567123413085938e+01 3.004594993591308594e+01 1.884168434143066406e+01 3.000769996643066406e+01 3.836460113525390625e+01 2.002286338806152344e+01 2.860001945495605469e+01
-2.940000057220458984e+00 -9.136229515075683594e+00 3.999558639526367188e+01 2.849358177185058594e+01 3.004588508605957031e+01 1.880681610107421875e+01 3.000770950317382812e+01 3.831539154052734375e+01 2.002191162109375000e+01 2.855811500549316406e+01
