Length: 70.0
Width: 65.0
Thickness: 0.2
Parameters: [(u'sphylinder_projection', (5.0, 5.0, 0.0, 1.3999999999999999, 6.2000000000000002, 0.90000000000000002), u'Hard'), (u'sphylinder_projection', (15.0, 5.0, 90.0, 1.3999999999999999, 6.2000000000000002, 0.90000000000000002), u'Hard'), (u'sphylinder_projection', (15.0, 15.0, 0.0, 1.3999999999999999, 6.2000000000000002, 0.90000000000000002), u'Hard'), (u'sphylinder_projection', (5.0, 15.0, 90.0, 1.3999999999999999, 6.2000000000000002, 0.90000000000000002), u'Hard')]
Displacement Force P3-x P3-y P4-x P4-y P2-x P2-y P1-x P1-y
0.000000000000000000e+00 -0.000000000000000000e+00 3.004755973815917969e+01 3.996068954467773438e+01 1.988353347778320312e+01 3.005142021179199219e+01 3.988813781738281250e+01 2.997842979431152344e+01 2.998602485656738281e+01 2.006605720520019531e+01
1.400000005960464478e-01 2.191554903984069824e-01 3.004749107360839844e+01 4.004786300659179688e+01 1.988607597351074219e+01 3.012122726440429688e+01 3.988567352294921875e+01 3.004877090454101562e+01 2.998611068725585938e+01 2.011893463134765625e+01
2.800000011920928955e-01 4.356486797332763672e-01 3.004742240905761719e+01 4.013503646850585938e+01 1.988860893249511719e+01 3.019103431701660156e+01 3.988321685791015625e+01 3.011911392211914062e+01 2.998619651794433594e+01 2.017180824279785156e+01
4.199999868869781494e-01 6.495184302330017090e-01 3.004735374450683594e+01 4.022221755981445312e+01 1.989113044738769531e+01 3.026084327697753906e+01 3.988077163696289062e+01 3.018945693969726562e+01 2.998628234863281250e+01 2.022467803955078125e+01
5.600000023841857910e-01 8.608070015907287598e-01 3.004728507995605469e+01 4.030939865112304688e+01 1.989364051818847656e+01 3.033065223693847656e+01 3.987833786010742188e+01 3.025980377197265625e+01 2.998636627197265625e+01 2.027754211425781250e+01
6.999999880790710449e-01 1.069554448127746582e+00 3.004721832275390625e+01 4.039658737182617188e+01 1.989614295959472656e+01 3.040046119689941406e+01 3.987591171264648438e+01 3.033015060424804688e+01 2.998645019531250000e+01 2.033040428161621094e+01
8.399999737739562988e-01 1.275799870491027832e+00 3.004715156555175781e+01 4.048377609252929688e+01 1.989863395690917969e+01 3.047027206420898438e+01 3.987349700927734375e+01 3.040050125122070312e+01 2.998653411865234375e+01 2.038326263427734375e+01
9.800000190734863281e-01 1.479581832885742188e+00 3.004708480834960938e+01 4.057096862792968750e+01 1.990111541748046875e+01 3.054008293151855469e+01 3.987108993530273438e+01 3.047085189819335938e+01 2.998661613464355469e+01 2.043611717224121094e+01
1.120000004768371582e+00 1.680938005447387695e+00 3.004701805114746094e+01 4.065816497802734375e+01 1.990358734130859375e+01 3.060989570617675781e+01 3.986869430541992188e+01 3.054120445251464844e+01 2.998669815063476562e+01 2.048896789550781250e+01
1.259999990463256836e+00 1.879905343055725098e+00 3.004695320129394531e+01 4.074536514282226562e+01 1.990604782104492188e+01 3.067970848083496094e+01 3.986631011962890625e+01 3.061155891418457031e+01 2.998678016662597656e+01 2.054181480407714844e+01
1.399999976158142090e+00 2.076519727706909180e+00 3.004688835144042969e+01 4.083256530761718750e+01 1.990850067138671875e+01 3.074952125549316406e+01 3.986392974853515625e+01 3.068191337585449219e+01 2.998686218261718750e+01 2.059465789794921875e+01
1.539999961853027344e+00 2.270817041397094727e+00 3.004682350158691406e+01 4.091977310180664062e+01 1.991094589233398438e+01 3.081933593750000000e+01 3.986156082153320312e+01 3.075227165222167969e+01 2.998694419860839844e+01 2.064749717712402344e+01
1.679999947547912598e+00 2.462831974029541016e+00 3.004676055908203125e+01 4.100698089599609375e+01 1.991337966918945312e+01 3.088915252685546875e+01 3.985920333862304688e+01 3.082262992858886719e+01 2.998702430725097656e+01 2.070033264160156250e+01
1.820000052452087402e+00 2.652598381042480469e+00 3.004669570922851562e+01 4.109419250488281250e+01 1.991580581665039062e+01 3.095896911621093750e+01 3.985685348510742188e+01 3.089298820495605469e+01 2.998710441589355469e+01 2.075316619873046875e+01
1.960000038146972656e+00 2.840149879455566406e+00 3.004663276672363281e+01 4.118140792846679688e+01 1.991822242736816406e+01 3.102878570556640625e+01 3.985451126098632812e+01 3.096334838867187500e+01 2.998718261718750000e+01 2.080599403381347656e+01
2.099999904632568359e+00 3.025519132614135742e+00 3.004657173156738281e+01 4.126862716674804688e+01 1.992062950134277344e+01 3.109860420227050781e+01 3.985217666625976562e+01 3.103371047973632812e+01 2.998726272583007812e+01 2.085881996154785156e+01
2.240000009536743164e+00 3.208738565444946289e+00 3.004650878906250000e+01 4.135585021972656250e+01 1.992302894592285156e+01 3.116842460632324219e+01 3.984984970092773438e+01 3.110407257080078125e+01 2.998734092712402344e+01 2.091164207458496094e+01
2.380000114440917969e+00 3.389839172363281250e+00 3.004644775390625000e+01 4.144307327270507812e+01 1.992542076110839844e+01 3.123824501037597656e+01 3.984753417968750000e+01 3.117443656921386719e+01 2.998741912841796875e+01 2.096446037292480469e+01
2.519999980926513672e+00 3.568852424621582031e+00 3.004638671875000000e+01 4.153030014038085938e+01 1.992780303955078125e+01 3.130806732177734375e+01 3.984522628784179688e+01 3.124480247497558594e+01 2.998749732971191406e+01 2.101727485656738281e+01
2.660000085830688477e+00 3.745808362960815430e+00 3.004632568359375000e+01 4.161753082275390625e+01 1.993017768859863281e+01 3.137789154052734375e+01 3.984292221069335938e+01 3.131516838073730469e+01 2.998757362365722656e+01 2.107008743286132812e+01
2.799999952316284180e+00 3.920736551284790039e+00 3.004626464843750000e+01 4.170476531982421875e+01 1.993254280090332031e+01 3.144771575927734375e+01 3.984062957763671875e+01 3.138553428649902344e+01 2.998764991760253906e+01 2.112289428710937500e+01
2.940000057220458984e+00 4.093666553497314453e+00 3.004620552062988281e+01 4.179200363159179688e+01 1.993490219116210938e+01 3.151754188537597656e+01 3.983834457397460938e+01 3.145590209960937500e+01 2.998772621154785156e+01 2.117569923400878906e+01
