Length: 70.0
Width: 65.0
Thickness: 0.2
Parameters: [(u'sphylinder_projection', (5.0, 5.0, 0.0, 2.2000000000000002, 2.2000000000000002, 0.90000000000000002), u'Hard'), (u'sphylinder_projection', (15.0, 5.0, 90.0, 2.2000000000000002, 2.2000000000000002, 0.90000000000000002), u'Hard'), (u'sphylinder_projection', (15.0, 15.0, 0.0, 2.2000000000000002, 2.2000000000000002, 0.90000000000000002), u'Hard'), (u'sphylinder_projection', (5.0, 15.0, 90.0, 2.2000000000000002, 2.2000000000000002, 0.90000000000000002), u'Hard')]
Displacement Force P4-x P4-y P2-x P2-y P1-x P1-y P3-x P3-y
0.000000000000000000e+00 -0.000000000000000000e+00 2.004344558715820312e+01 3.000351715087890625e+01 3.983082580566406250e+01 2.994922065734863281e+01 3.009107208251953125e+01 1.989892196655273438e+01 3.000847625732421875e+01 3.986442947387695312e+01
1.400000005960464478e-01 1.388868838548660278e-01 2.004959487915039062e+01 3.007352447509765625e+01 3.982469177246093750e+01 3.001912879943847656e+01 3.009106636047363281e+01 1.994855880737304688e+01 3.000847625732421875e+01 3.995436096191406250e+01
2.800000011920928955e-01 2.767274379730224609e-01 2.005571937561035156e+01 3.014352989196777344e+01 3.981858062744140625e+01 3.008903503417968750e+01 3.009106063842773438e+01 1.999819564819335938e+01 3.000847625732421875e+01 4.004428863525390625e+01
4.199999868869781494e-01 4.135306477546691895e-01 2.006182098388671875e+01 3.021353721618652344e+01 3.981249237060546875e+01 3.015894126892089844e+01 3.009105491638183594e+01 2.004783248901367188e+01 3.000847434997558594e+01 4.013422012329101562e+01
5.600000023841857910e-01 5.493059754371643066e-01 2.006789779663085938e+01 3.028354454040527344e+01 3.980643081665039062e+01 3.022884941101074219e+01 3.009104919433593750e+01 2.009746932983398438e+01 3.000847434997558594e+01 4.022414779663085938e+01
6.999999880790710449e-01 6.840626597404479980e-01 2.007394981384277344e+01 3.035354995727539062e+01 3.980039596557617188e+01 3.029875564575195312e+01 3.009104156494140625e+01 2.014710617065429688e+01 3.000847434997558594e+01 4.031407546997070312e+01
8.399999737739562988e-01 8.178096413612365723e-01 2.007997894287109375e+01 3.042355728149414062e+01 3.979438018798828125e+01 3.036866188049316406e+01 3.009103584289550781e+01 2.019674301147460938e+01 3.000847434997558594e+01 4.040400314331054688e+01
9.800000190734863281e-01 9.505559206008911133e-01 2.008598327636718750e+01 3.049356460571289062e+01 3.978839111328125000e+01 3.043856811523437500e+01 3.009102821350097656e+01 2.024637794494628906e+01 3.000847244262695312e+01 4.049393081665039062e+01
1.120000004768371582e+00 1.082310438156127930e+00 2.009196472167968750e+01 3.056357002258300781e+01 3.978242492675781250e+01 3.050847244262695312e+01 3.009102058410644531e+01 2.029601478576660156e+01 3.000847244262695312e+01 4.058385467529296875e+01
1.259999990463256836e+00 1.213081955909729004e+00 2.009792518615722656e+01 3.063357734680175781e+01 3.977648544311523438e+01 3.057837867736816406e+01 3.009101295471191406e+01 2.034564971923828125e+01 3.000847244262695312e+01 4.067378234863281250e+01
1.399999976158142090e+00 1.342879056930541992e+00 2.010386085510253906e+01 3.070358467102050781e+01 3.977056503295898438e+01 3.064828491210937500e+01 3.009100532531738281e+01 2.039528465270996094e+01 3.000847244262695312e+01 4.076370620727539062e+01
1.539999961853027344e+00 1.471710562705993652e+00 2.010977363586425781e+01 3.077359008789062500e+01 3.976466751098632812e+01 3.071818923950195312e+01 3.009099769592285156e+01 2.044491958618164062e+01 3.000847053527832031e+01 4.085363006591796875e+01
1.679999947547912598e+00 1.599584698677062988e+00 2.011566543579101562e+01 3.084359741210937500e+01 3.975879287719726562e+01 3.078809547424316406e+01 3.009098815917968750e+01 2.049455261230468750e+01 3.000847053527832031e+01 4.094355392456054688e+01
1.820000052452087402e+00 1.726510047912597656e+00 2.012153434753417969e+01 3.091360473632812500e+01 3.975294113159179688e+01 3.085799980163574219e+01 3.009098052978515625e+01 2.054418754577636719e+01 3.000847053527832031e+01 4.103347778320312500e+01
1.960000038146972656e+00 1.852494835853576660e+00 2.012738037109375000e+01 3.098361206054687500e+01 3.974711227416992188e+01 3.092790412902832031e+01 3.009097099304199219e+01 2.059382057189941406e+01 3.000847053527832031e+01 4.112340164184570312e+01
2.099999904632568359e+00 1.977547526359558105e+00 2.013320541381835938e+01 3.105361747741699219e+01 3.974130630493164062e+01 3.099781036376953125e+01 3.009096145629882812e+01 2.064345359802246094e+01 3.000846862792968750e+01 4.121332550048828125e+01
2.240000009536743164e+00 2.101675987243652344e+00 2.013900756835937500e+01 3.112362480163574219e+01 3.973552322387695312e+01 3.106771469116210938e+01 3.009095191955566406e+01 2.069308662414550781e+01 3.000846862792968750e+01 4.130324554443359375e+01
2.380000114440917969e+00 2.224888324737548828e+00 2.014479064941406250e+01 3.119363212585449219e+01 3.972975921630859375e+01 3.113761901855468750e+01 3.009094238281250000e+01 2.074271965026855469e+01 3.000846862792968750e+01 4.139316940307617188e+01
2.519999980926513672e+00 2.347192764282226562e+00 2.015055084228515625e+01 3.126363945007324219e+01 3.972401809692382812e+01 3.120752334594726562e+01 3.009093284606933594e+01 2.079235076904296875e+01 3.000846672058105469e+01 4.148308944702148438e+01
2.660000085830688477e+00 2.468596935272216797e+00 2.015629005432128906e+01 3.133364486694335938e+01 3.971829986572265625e+01 3.127742576599121094e+01 3.009092330932617188e+01 2.084198188781738281e+01 3.000846672058105469e+01 4.157301330566406250e+01
2.799999952316284180e+00 2.589108943939208984e+00 2.016200828552246094e+01 3.140365219116210938e+01 3.971260070800781250e+01 3.134733009338378906e+01 3.009091186523437500e+01 2.089161300659179688e+01 3.000846672058105469e+01 4.166293334960937500e+01
2.940000057220458984e+00 2.708735942840576172e+00 2.016770553588867188e+01 3.147365951538085938e+01 3.970692062377929688e+01 3.141723442077636719e+01 3.009090232849121094e+01 2.094124412536621094e+01 3.000846481323242188e+01 4.175285339355468750e+01
3.079999923706054688e+00 2.827486276626586914e+00 2.017338180541992188e+01 3.154366683959960938e+01 3.970126342773437500e+01 3.148713684082031250e+01 3.009089088439941406e+01 2.099087333679199219e+01 3.000846481323242188e+01 4.184277343750000000e+01
3.220000028610229492e+00 2.945367097854614258e+00 2.017903900146484375e+01 3.161367225646972656e+01 3.969562911987304688e+01 3.155703926086425781e+01 3.009087944030761719e+01 2.104050254821777344e+01 3.000846290588378906e+01 4.193269348144531250e+01
3.359999895095825195e+00 3.062386035919189453e+00 2.018467521667480469e+01 3.168367958068847656e+01 3.969001388549804688e+01 3.162694358825683594e+01 3.009086799621582031e+01 2.109013175964355469e+01 3.000846290588378906e+01 4.202261352539062500e+01
3.500000000000000000e+00 3.178550481796264648e+00 2.019029235839843750e+01 3.175368690490722656e+01 3.968441772460937500e+01 3.169684600830078125e+01 3.009085655212402344e+01 2.113975906372070312e+01 3.000846290588378906e+01 4.211253356933593750e+01
