Length: 70.0
Width: 65.0
Thickness: 0.2
Parameters: [(u'sphylinder_projection', (5.0, 5.0, 0.0, 3.5, 5.5, 0.79920000000000002), u'Hard'), (u'sphylinder_projection', (15.0, 5.0, 90.0, 3.5, 5.5, 0.79920000000000002), u'Hard'), (u'sphylinder_projection', (15.0, 15.0, 0.0, 3.5, 5.5, 0.79920000000000002), u'Hard'), (u'sphylinder_projection', (5.0, 15.0, 90.0, 3.5, 5.5, 0.79920000000000002), u'Hard')]
Displacement Force P4-x P4-y P2-x P2-y P3-x P3-y P1-x P1-y
0.000000000000000000e+00 -0.000000000000000000e+00 2.004836463928222656e+01 2.998460197448730469e+01 4.009984588623046875e+01 3.008397674560546875e+01 3.006542205810546875e+01 4.009497070312500000e+01 2.994248580932617188e+01 1.995156097412109375e+01
8.399999886751174927e-02 2.299699187278747559e-01 2.004891586303710938e+01 3.002641296386718750e+01 4.009939575195312500e+01 3.012625503540039062e+01 3.006545257568359375e+01 4.014407348632812500e+01 2.994248580932617188e+01 1.998652267456054688e+01
1.679999977350234985e-01 4.569267630577087402e-01 2.004946327209472656e+01 3.006822586059570312e+01 4.009894943237304688e+01 3.016853141784667969e+01 3.006548309326171875e+01 4.019318389892578125e+01 2.994248580932617188e+01 2.002147483825683594e+01
2.520000040531158447e-01 6.809175014495849609e-01 2.005001068115234375e+01 3.011003684997558594e+01 4.009850311279296875e+01 3.021080970764160156e+01 3.006551361083984375e+01 4.024230194091796875e+01 2.994248580932617188e+01 2.005641746520996094e+01
3.359999954700469971e-01 9.019927978515625000e-01 2.005055427551269531e+01 3.015184783935546875e+01 4.009805679321289062e+01 3.025308609008789062e+01 3.006554603576660156e+01 4.029142761230468750e+01 2.994248390197753906e+01 2.009135246276855469e+01
4.199999868869781494e-01 1.120200753211975098e+00 2.005109596252441406e+01 3.019365882873535156e+01 4.009761428833007812e+01 3.029536247253417969e+01 3.006557655334472656e+01 4.034056472778320312e+01 2.994248199462890625e+01 2.012627983093261719e+01
5.040000081062316895e-01 1.335588574409484863e+00 2.005163574218750000e+01 3.023546981811523438e+01 4.009717559814453125e+01 3.033763885498046875e+01 3.006560897827148438e+01 4.038970947265625000e+01 2.994248199462890625e+01 2.016119766235351562e+01
5.879999995231628418e-01 1.548202395439147949e+00 2.005217170715332031e+01 3.027728080749511719e+01 4.009673690795898438e+01 3.037991523742675781e+01 3.006563949584960938e+01 4.043886184692382812e+01 2.994248008728027344e+01 2.019610595703125000e+01
6.719999909400939941e-01 1.758087396621704102e+00 2.005270767211914062e+01 3.031909179687500000e+01 4.009629821777343750e+01 3.042219161987304688e+01 3.006567192077636719e+01 4.048802566528320312e+01 2.994247817993164062e+01 2.023100852966308594e+01
7.559999823570251465e-01 1.965287804603576660e+00 2.005323982238769531e+01 3.036090087890625000e+01 4.009586715698242188e+01 3.046446609497070312e+01 3.006570434570312500e+01 4.053719711303710938e+01 2.994247436523437500e+01 2.026589965820312500e+01
8.399999737739562988e-01 2.169847011566162109e+00 2.005377006530761719e+01 3.040271186828613281e+01 4.009543228149414062e+01 3.050674057006835938e+01 3.006573867797851562e+01 4.058637619018554688e+01 2.994247245788574219e+01 2.030078315734863281e+01
9.240000247955322266e-01 2.371807813644409180e+00 2.005430030822753906e+01 3.044452285766601562e+01 4.009500122070312500e+01 3.054901695251464844e+01 3.006577110290527344e+01 4.063556289672851562e+01 2.994246864318847656e+01 2.033565902709960938e+01
1.008000016212463379e+00 2.571211576461791992e+00 2.005482673645019531e+01 3.048633384704589844e+01 4.009457397460937500e+01 3.059128952026367188e+01 3.006580352783203125e+01 4.068476104736328125e+01 2.994246673583984375e+01 2.037052536010742188e+01
1.092000007629394531e+00 2.768099069595336914e+00 2.005535125732421875e+01 3.052814483642578125e+01 4.009414672851562500e+01 3.063356399536132812e+01 3.006583786010742188e+01 4.073396682739257812e+01 2.994246292114257812e+01 2.040538406372070312e+01
