Length: 90.0
Width: 85.0
Thickness: 0.2
Parameters: [(u'hippopede', (5.0, 5.0, 0.0, 1.6000000000000001, 1.0), u'empty'), (u'hippopede', (15.0, 5.0, 90.0, 1.6000000000000001, 1.0), u'empty'), (u'hippopede', (15.0, 15.0, 0.0, 1.6000000000000001, 1.0), u'empty'), (u'hippopede', (5.0, 15.0, 90.0, 1.6000000000000001, 1.0), u'empty')]
Displacement Force P2-x P2-y P1-x P1-y P4-x P4-y P3-x P3-y
0.000000000000000000e+00 -0.000000000000000000e+00 4.992658233642578125e+01 3.003559112548828125e+01 3.001046943664550781e+01 3.006517219543457031e+01 2.997389602661132812e+01 5.003096771240234375e+01 5.008602905273437500e+01 5.012587738037109375e+01
7.199999690055847168e-02 2.355432510375976562e+01 4.992301946016959846e+01 3.006256329081952572e+01 3.001406858628615737e+01 3.009219539724290371e+01 2.997752167168073356e+01 5.007608151808381081e+01 5.008238868345506489e+01 5.017101115360856056e+01
1.439999938011169434e-01 4.710865020751953125e+01 4.991945658391341567e+01 3.008953545615077019e+01 3.001766773592680693e+01 3.011921859905123711e+01 2.998114731675013900e+01 5.012119532376527786e+01 5.007874831417575479e+01 5.021614492684602737e+01
2.160000056028366089e-01 7.066297912597656250e+01 4.991589370835572481e+01 3.011650762706995010e+01 3.002126688603311777e+01 3.014624179899692535e+01 2.998477296158671379e+01 5.016630913317203522e+01 5.007510794512927532e+01 5.026127870380878448e+01
2.879999876022338867e-01 9.421730041503906250e+01 4.991233083140105009e+01 3.014347978681325912e+01 3.002486603520810604e+01 3.017326500266790390e+01 2.998839860688894987e+01 5.021142293512821198e+01 5.007146757561713457e+01 5.030641247332096100e+01
3.600000143051147461e-01 1.177716293334960938e+02 4.990876795537769794e+01 3.017045195400714874e+01 3.002846518531441689e+01 3.020028820633888245e+01 2.999202425219118595e+01 5.025653675198554993e+01 5.006782720610499382e+01 5.035154625773429871e+01
4.320000112056732178e-01 1.413259582519531250e+02 4.990520508028566837e+01 3.019742412865161896e+01 3.003206433542072773e+01 3.022731140255928040e+01 2.999564989656209946e+01 5.030165055394172668e+01 5.006418683752417564e+01 5.039668002724647522e+01
5.040000081062316895e-01 1.648802795410156250e+02 4.990164220333099365e+01 3.022439628839492798e+01 3.003566348552703857e+01 3.025433461368083954e+01 2.999927554279565811e+01 5.034676435589790344e+01 5.006054646708071232e+01 5.044181379675865173e+01
5.759999752044677734e-01 1.884346008300781250e+02 4.989807932637631893e+01 3.025136844813823700e+01 3.003926263377070427e+01 3.028135780990123749e+01 3.000290118716657162e+01 5.039187815785408020e+01 5.005690609849989414e+01 5.048694756627082825e+01
6.480000019073486328e-01 2.119889373779296875e+02 4.989451644942164421e+01 3.027834062278270721e+01 3.004286178573966026e+01 3.030838102102279663e+01 3.000652683153748512e+01 5.043699198961257935e+01 5.005326572805643082e+01 5.053208133578300476e+01
7.200000286102294922e-01 2.355432586669921875e+02 4.989095357432961464e+01 3.030531278252601624e+01 3.004646093398332596e+01 3.033540421724319458e+01 3.001015247777104378e+01 5.048210579156875610e+01 5.004962535947561264e+01 5.057721513509750366e+01
7.919999957084655762e-01 2.590975952148437500e+02 4.988739069923758507e+01 3.033228495717048645e+01 3.005006008222699165e+01 3.036242741346359253e+01 3.001377812400460243e+01 5.052721959352493286e+01 5.004598499089479446e+01 5.062234890460968018e+01
8.640000224113464355e-01 2.826519165039062500e+02 4.988382782414555550e+01 3.035925713181495667e+01 3.005365923419594765e+01 3.038945060968399048e+01 3.001740376651287079e+01 5.057233339548110962e+01 5.004234462231397629e+01 5.066748267412185669e+01
9.359999895095825195e-01 3.062062377929687500e+02 4.988026494532823563e+01 3.038622927665710449e+01 3.005725838243961334e+01 3.041647383570671082e+01 3.002102941274642944e+01 5.061744719743728638e+01 5.003870425373315811e+01 5.071261644363403320e+01
1.008000016212463379e+00 3.297605590820312500e+02 4.987670207023620605e+01 3.041320145130157471e+01 3.006085753440856934e+01 3.044349703192710876e+01 3.002465505897998810e+01 5.066256099939346313e+01 5.003506388142704964e+01 5.075775021314620972e+01
1.080000042915344238e+00 3.533148803710937500e+02 4.987313919514417648e+01 3.044017362594604492e+01 3.006445668265223503e+01 3.047052022814750671e+01 3.002828070148825645e+01 5.070767480134963989e+01 5.003142351284623146e+01 5.080288398265838623e+01
1.151999950408935547e+00 3.768692016601562500e+02 4.986957631632685661e+01 3.046714577078819275e+01 3.006805583089590073e+01 3.049754342436790466e+01 3.003190634772181511e+01 5.075278860330581665e+01 5.002778314426541328e+01 5.084801775217056274e+01
1.223999977111816406e+00 4.004235534667968750e+02 4.986601344123482704e+01 3.049411794543266296e+01 3.007165498286485672e+01 3.052456665039062500e+01 3.003553199395537376e+01 5.079790246486663818e+01 5.002414277568459511e+01 5.089315152168273926e+01
1.296000003814697266e+00 4.239778747558593750e+02 4.986245056241750717e+01 3.052109012007713318e+01 3.007525413483381271e+01 3.055158984661102295e+01 3.003915763646364212e+01 5.084301626682281494e+01 5.002050240337848663e+01 5.093828529119491577e+01
1.368000030517578125e+00 4.475321960449218750e+02 4.985888768732547760e+01 3.054806226491928101e+01 3.007885327935218811e+01 3.057861304283142090e+01 3.004278328269720078e+01 5.088813006877899170e+01 5.001686203479766846e+01 5.098341912031173706e+01
1.440000057220458984e+00 4.710865173339843750e+02 4.985532481223344803e+01 3.057503443956375122e+01 3.008245243132114410e+01 3.060563623905181885e+01 3.004640892893075943e+01 5.093324387073516846e+01 5.001322166621685028e+01 5.102855288982391357e+01
1.511999964714050293e+00 4.946408386230468750e+02 4.985176193714141846e+01 3.060200661420822144e+01 3.008605158329010010e+01 3.063265943527221680e+01 3.005003457516431808e+01 5.097835767269134521e+01 5.000958129763603210e+01 5.107368665933609009e+01
1.583999991416931152e+00 5.181951904296875000e+02 4.984819906204938889e+01 3.062897878885269165e+01 3.008965072780847549e+01 3.065968263149261475e+01 3.005366022139787674e+01 5.102347147464752197e+01 5.000594092905521393e+01 5.111882042884826660e+01
1.656000018119812012e+00 5.417495117187500000e+02 4.984463618695735931e+01 3.065595096349716187e+01 3.009324987977743149e+01 3.068670582771301270e+01 3.005728586018085480e+01 5.106858527660369873e+01 5.000230056047439575e+01 5.116395413875579834e+01
1.728000044822692871e+00 5.653038330078125000e+02 4.984107331186532974e+01 3.068292313814163208e+01 3.009684903174638748e+01 3.071372902393341064e+01 3.006091150641441345e+01 5.111369907855987549e+01 4.999866019189357758e+01 5.120908796787261963e+01
1.799999952316284180e+00 5.888581542968750000e+02 4.983751042932271957e+01 3.070989525318145752e+01 3.010044817626476288e+01 3.074075227975845337e+01 3.006453715264797211e+01 5.115881288051605225e+01 4.999501982331275940e+01 5.125422179698944092e+01
