Length: 90.0
Width: 85.0
Thickness: 0.2
Parameters: [(u'hippopede', (5.0, 5.0, 0.0, 3.0, 2.7999999999999998), u'empty'), (u'hippopede', (15.0, 5.0, 90.0, 3.0, 2.7999999999999998), u'empty'), (u'hippopede', (15.0, 15.0, 0.0, 3.0, 2.7999999999999998), u'empty'), (u'hippopede', (5.0, 15.0, 90.0, 3.0, 2.7999999999999998), u'empty')]
Displacement Force P4-x P4-y P1-x P1-y P2-x P2-y P3-x P3-y
0.000000000000000000e+00 -0.000000000000000000e+00 2.989123725891113281e+01 5.006520843505859375e+01 2.989161872863769531e+01 2.993071556091308594e+01 5.000504684448242188e+01 2.995588684082031250e+01 4.986607360839843750e+01 5.009642028808593750e+01
7.199999690055847168e-02 4.107891559600830078e+00 2.988667868543416262e+01 5.011185343563556671e+01 2.988604143261909485e+01 2.995693182945251465e+01 5.000965950684621930e+01 2.998150895535945892e+01 4.987173072481527925e+01 5.014281272888183594e+01
1.439999938011169434e-01 8.215783119201660156e+00 2.988212011195719242e+01 5.015849843621253967e+01 2.988046413660049438e+01 2.998314809799194336e+01 5.001427216921001673e+01 3.000713106989860535e+01 4.987738784123212099e+01 5.018920516967773438e+01
2.160000056028366089e-01 1.232367515563964844e+01 2.987756153848022223e+01 5.020514343678951263e+01 2.987488684058189392e+01 3.000936436653137207e+01 5.001888483110815287e+01 3.003275318443775177e+01 4.988304495811462402e+01 5.023559761047363281e+01
2.879999876022338867e-01 1.643156623840332031e+01 2.987300296500325203e+01 5.025178843736648560e+01 2.986930954456329346e+01 3.003558063507080078e+01 5.002349749393761158e+01 3.005837529897689819e+01 4.988870207406580448e+01 5.028199005126953125e+01
3.600000143051147461e-01 2.053945922851562500e+01 2.986844439059495926e+01 5.029843342304229736e+01 2.986373224854469299e+01 3.006179690361022949e+01 5.002811015583574772e+01 3.008399741351604462e+01 4.989435919001698494e+01 5.032838249206542969e+01
4.320000112056732178e-01 2.464735031127929688e+01 2.986388581804931164e+01 5.034507843852043152e+01 2.985815495252609253e+01 3.008801317214965820e+01 5.003272281773388386e+01 3.010961952805519104e+01 4.990001630783081055e+01 5.037477493286132812e+01
5.040000081062316895e-01 2.875524139404296875e+01 2.985932724550366402e+01 5.039172342419624329e+01 2.985257765650749207e+01 3.011422944068908691e+01 5.003733547776937485e+01 3.013524164259433746e+01 4.990567342191934586e+01 5.042116737365722656e+01
5.759999752044677734e-01 3.286313247680664062e+01 2.985476867109537125e+01 5.043836843967437744e+01 2.984700036048889160e+01 3.014044570922851562e+01 5.004194814339280128e+01 3.016086375713348389e+01 4.991133053973317146e+01 5.046755981445312500e+01
6.480000019073486328e-01 3.697102737426757812e+01 2.985021009668707848e+01 5.048501342535018921e+01 2.984142306447029114e+01 3.016666197776794434e+01 5.004656080529093742e+01 3.018648587167263031e+01 4.991698765382170677e+01 5.051395225524902344e+01
