Length: 90.0
Width: 85.0
Thickness: 0.2
Parameters: [(u'hippopede', (5.0, 5.0, 0.0, 2.2000000000000002, 1.8), u'empty'), (u'hippopede', (15.0, 5.0, 90.0, 2.2000000000000002, 1.8), u'empty'), (u'hippopede', (15.0, 15.0, 0.0, 2.2000000000000002, 1.8), u'empty'), (u'hippopede', (5.0, 15.0, 90.0, 2.2000000000000002, 1.8), u'empty')]
Displacement Force P2-x P2-y P3-x P3-y P4-x P4-y P1-x P1-y
0.000000000000000000e+00 -0.000000000000000000e+00 4.990385437011718750e+01 3.005988311767578125e+01 5.000465011596679688e+01 4.985844802856445312e+01 3.007739257812500000e+01 5.007528305053710938e+01 2.997278213500976562e+01 2.989185714721679688e+01
7.199999690055847168e-02 1.511081504821777344e+01 4.990234411996789277e+01 3.008701986074447632e+01 5.000301549094729125e+01 4.990323826670646667e+01 3.007897299539763480e+01 5.012026543542742729e+01 2.997431285504717380e+01 2.991890004836022854e+01
1.439999938011169434e-01 3.022163009643554688e+01 4.990083386981859803e+01 3.011415660381317139e+01 5.000138086592778563e+01 4.994802850484848022e+01 3.008055341267026961e+01 5.016524782031774521e+01 2.997584357508458197e+01 2.994594294950366020e+01
2.160000056028366089e-01 4.533244323730468750e+01 4.989932361990213394e+01 3.014129334688186646e+01 4.999974624067544937e+01 4.999281874299049377e+01 3.008213383005931973e+01 5.021023020148277283e+01 2.997737429477274418e+01 2.997298584878444672e+01
2.879999876022338867e-01 6.044326019287109375e+01 4.989781336952000856e+01 3.016843008995056152e+01 4.999811161588877439e+01 5.003760898113250732e+01 3.008371424721553922e+01 5.025521259009838104e+01 2.997890501515939832e+01 3.000002875179052353e+01
3.600000143051147461e-01 7.555406951904296875e+01 4.989630311960354447e+01 3.019556683301925659e+01 4.999647699110209942e+01 5.008239923417568207e+01 3.008529466483741999e+01 5.030019496381282806e+01 2.998043573508039117e+01 3.002707165479660034e+01
4.320000112056732178e-01 9.066488647460937500e+01 4.989479286968708038e+01 3.022270357608795166e+01 4.999484236538410187e+01 5.012718945741653442e+01 3.008687508199363947e+01 5.034517735242843628e+01 2.998196645453572273e+01 3.005411455035209656e+01
5.040000081062316895e-01 1.057757034301757812e+02 4.989328261930495501e+01 3.024984031915664673e+01 4.999320774059742689e+01 5.017197969555854797e+01 3.008845549914985895e+01 5.039015972614288330e+01 2.998349717538803816e+01 3.008115744590759277e+01
5.759999752044677734e-01 1.208865203857421875e+02 4.989177236892282963e+01 3.027697706222534180e+01 4.999157311581075191e+01 5.021676993370056152e+01 3.009003591630607843e+01 5.043514212965965271e+01 2.998502789530903101e+01 3.010820035636425018e+01
6.480000019073486328e-01 1.359973297119140625e+02 4.989026211947202682e+01 3.030411380529403687e+01 4.998993849102407694e+01 5.026156017184257507e+01 3.009161633346229792e+01 5.048012450337409973e+01 2.998655861523002386e+01 3.013524325191974640e+01
7.200000286102294922e-01 1.511081390380859375e+02 4.988875186908990145e+01 3.033125054836273193e+01 4.998830386623740196e+01 5.030635043978691101e+01 3.009319675154983997e+01 5.052510687708854675e+01 2.998808933515101671e+01 3.016228616237640381e+01
7.919999957084655762e-01 1.662189636230468750e+02 4.988724161870777607e+01 3.035838729143142700e+01 4.998666924051940441e+01 5.035114067792892456e+01 3.009477716870605946e+01 5.057008928060531616e+01 2.998962005414068699e+01 3.018932905793190002e+01
8.640000224113464355e-01 1.813297729492187500e+02 4.988573136925697327e+01 3.038552403450012207e+01 4.998503461480140686e+01 5.039593088626861572e+01 3.009635758586227894e+01 5.061507165431976318e+01 2.999115077406167984e+01 3.021637195348739624e+01
9.359999895095825195e-01 1.964405975341796875e+02 4.988422111980617046e+01 3.041266077756881714e+01 4.998339999094605446e+01 5.044072115421295166e+01 3.009793800301849842e+01 5.066005402803421021e+01 2.999268149398267269e+01 3.024341484904289246e+01
1.008000016212463379e+00 2.115514068603515625e+02 4.988271086849272251e+01 3.043979752063751221e+01 4.998176536522805691e+01 5.048551136255264282e+01 3.009951842017471790e+01 5.070503640174865723e+01 2.999421221576631069e+01 3.027045774459838867e+01
1.080000042915344238e+00 2.266622161865234375e+02 4.988120061904191971e+01 3.046693426370620728e+01 4.998013074137270451e+01 5.053030163049697876e+01 3.010109883733093739e+01 5.075001877546310425e+01 2.999574293568730354e+01 3.029750066995620728e+01
1.151999950408935547e+00 2.417730407714843750e+02 4.987969036772847176e+01 3.049407100677490234e+01 4.997849611565470695e+01 5.057509183883666992e+01 3.010267925448715687e+01 5.079500120878219604e+01 2.999727365560829639e+01 3.032454356551170349e+01
1.223999977111816406e+00 2.568838500976562500e+02 4.987818011827766895e+01 3.052120774984359741e+01 4.997686148993670940e+01 5.061988210678100586e+01 3.010425967164337635e+01 5.083998358249664307e+01 2.999880437552928925e+01 3.035158646106719971e+01
1.296000003814697266e+00 2.719946594238281250e+02 4.987666986882686615e+01 3.054834449291229248e+01 4.997522686608135700e+01 5.066467231512069702e+01 3.010584008879959583e+01 5.088496595621109009e+01 3.000033509545028210e+01 3.037862935662269592e+01
1.368000030517578125e+00 2.871054687500000000e+02 4.987515961751341820e+01 3.057548123598098755e+01 4.997359224036335945e+01 5.070946258306503296e+01 3.010742050595581532e+01 5.092994832992553711e+01 3.000186581537127495e+01 3.040567225217819214e+01
1.440000057220458984e+00 3.022162780761718750e+02 4.987364936806261539e+01 3.060261797904968262e+01 4.997195761650800705e+01 5.075425285100936890e+01 3.010900092497467995e+01 5.097493070363998413e+01 3.000339653529226780e+01 3.043271517753601074e+01
1.511999964714050293e+00 3.173271179199218750e+02 4.987213911861181259e+01 3.062975472211837769e+01 4.997032298892736435e+01 5.079904305934906006e+01 3.011058134213089943e+01 5.101991307735443115e+01 3.000492725521326065e+01 3.045975804328918457e+01
1.583999991416931152e+00 3.324379272460937500e+02 4.987062886729836464e+01 3.065689146518707275e+01 4.996868836507201195e+01 5.084383332729339600e+01 3.011216175928711891e+01 5.106489551067352295e+01 3.000645797327160835e+01 3.048680096864700317e+01
1.656000018119812012e+00 3.475487365722656250e+02 4.986911861971020699e+01 3.068402820825576782e+01 4.996705374121665955e+01 5.088862359523773193e+01 3.011374217644333839e+01 5.110987782478332520e+01 3.000798869505524635e+01 3.051384389400482178e+01
1.728000044822692871e+00 3.626595458984375000e+02 4.986760836839675903e+01 3.071116495132446289e+01 4.996541911363601685e+01 5.093341374397277832e+01 3.011532259359955788e+01 5.115486025810241699e+01 3.000951941311359406e+01 3.054088675975799561e+01
1.799999952316284180e+00 3.777703552246093750e+02 4.986609811708331108e+01 3.073830169439315796e+01 4.996378448978066444e+01 5.097820401191711426e+01 3.011690301075577736e+01 5.119984269142150879e+01 3.001105013489723206e+01 3.056792968511581421e+01
